#node	identifier	category	term ID	term description
104438	STRG0A79TGQ.104438	GO Process	GO:0000715	Nucleotide-excision repair, DNA damage recognition
484274	STRG0A79TGQ.484274	GO Function	GO:0003824	Catalytic activity
484274	STRG0A79TGQ.484274	GO Function	GO:0004721	Phosphoprotein phosphatase activity
484274	STRG0A79TGQ.484274	GO Function	GO:0004722	Protein serine/threonine phosphatase activity
484274	STRG0A79TGQ.484274	GO Function	GO:0016787	Hydrolase activity
484274	STRG0A79TGQ.484274	GO Function	GO:0016788	Hydrolase activity, acting on ester bonds
484274	STRG0A79TGQ.484274	GO Function	GO:0016791	Phosphatase activity
484274	STRG0A79TGQ.484274	GO Function	GO:0017018	Myosin phosphatase activity
484274	STRG0A79TGQ.484274	GO Function	GO:0042578	Phosphoric ester hydrolase activity
484274	STRG0A79TGQ.484274	GO Function	GO:0140096	Catalytic activity, acting on a protein
484274	STRG0A79TGQ.484274	GO Component	GO:0005622	Intracellular anatomical structure
484274	STRG0A79TGQ.484274	GO Component	GO:0005634	Nucleus
484274	STRG0A79TGQ.484274	GO Component	GO:0043226	Organelle
484274	STRG0A79TGQ.484274	GO Component	GO:0043227	Membrane-bounded organelle
484274	STRG0A79TGQ.484274	GO Component	GO:0043229	Intracellular organelle
484274	STRG0A79TGQ.484274	GO Component	GO:0043231	Intracellular membrane-bounded organelle
484274	STRG0A79TGQ.484274	GO Component	GO:0110165	Cellular anatomical entity
484274	STRG0A79TGQ.484274	STRING clusters	CL:8898	Mixed, incl. Photosynthesis, and Cell adhesion molecule binding
484274	STRG0A79TGQ.484274	STRING clusters	CL:8899	Mixed, incl. Photosynthesis, and Cell adhesion molecule binding
484274	STRG0A79TGQ.484274	STRING clusters	CL:8933	Mixed, incl. Sex determination, and Positive regulation of cellular respiration
484274	STRG0A79TGQ.484274	KEGG	map04141	Protein processing in endoplasmic reticulum
484274	STRG0A79TGQ.484274	Reactome	MAP-392499	Metabolism of proteins
484274	STRG0A79TGQ.484274	Reactome	MAP-5688426	Deubiquitination
484274	STRG0A79TGQ.484274	Reactome	MAP-5689880	Ub-specific processing proteases
484274	STRG0A79TGQ.484274	Reactome	MAP-597592	Post-translational protein modification
484274	STRG0A79TGQ.484274	COMPARTMENTS	GOCC:0000502	Proteasome complex
484274	STRG0A79TGQ.484274	COMPARTMENTS	GOCC:0005622	Intracellular
484274	STRG0A79TGQ.484274	COMPARTMENTS	GOCC:0005634	Nucleus
484274	STRG0A79TGQ.484274	COMPARTMENTS	GOCC:0031595	Nuclear proteasome complex
484274	STRG0A79TGQ.484274	COMPARTMENTS	GOCC:0031974	Membrane-enclosed lumen
484274	STRG0A79TGQ.484274	COMPARTMENTS	GOCC:0031981	Nuclear lumen
484274	STRG0A79TGQ.484274	COMPARTMENTS	GOCC:0032991	Protein-containing complex
484274	STRG0A79TGQ.484274	COMPARTMENTS	GOCC:0043226	Organelle
484274	STRG0A79TGQ.484274	COMPARTMENTS	GOCC:0043227	Membrane-bounded organelle
484274	STRG0A79TGQ.484274	COMPARTMENTS	GOCC:0043229	Intracellular organelle
484274	STRG0A79TGQ.484274	COMPARTMENTS	GOCC:0043231	Intracellular membrane-bounded organelle
484274	STRG0A79TGQ.484274	COMPARTMENTS	GOCC:0043233	Organelle lumen
484274	STRG0A79TGQ.484274	COMPARTMENTS	GOCC:0070013	Intracellular organelle lumen
484274	STRG0A79TGQ.484274	COMPARTMENTS	GOCC:0110165	Cellular anatomical entity
484274	STRG0A79TGQ.484274	COMPARTMENTS	GOCC:1902494	Catalytic complex
484274	STRG0A79TGQ.484274	COMPARTMENTS	GOCC:1905368	Peptidase complex
484274	STRG0A79TGQ.484274	COMPARTMENTS	GOCC:1905369	Endopeptidase complex
484274	STRG0A79TGQ.484274	UniProt Keywords	KW-0378	Hydrolase
484877	STRG0A79TGQ.484877	GO Process	GO:0006423	cysteinyl-tRNA aminoacylation
484877	STRG0A79TGQ.484877	GO Process	GO:0006725	Cellular aromatic compound metabolic process
484877	STRG0A79TGQ.484877	GO Process	GO:0006778	Porphyrin-containing compound metabolic process
484877	STRG0A79TGQ.484877	GO Process	GO:0006779	Porphyrin-containing compound biosynthetic process
484877	STRG0A79TGQ.484877	GO Process	GO:0006783	Heme biosynthetic process
484877	STRG0A79TGQ.484877	GO Process	GO:0006790	Sulfur compound metabolic process
484877	STRG0A79TGQ.484877	GO Process	GO:0006807	Nitrogen compound metabolic process
484877	STRG0A79TGQ.484877	GO Process	GO:0006810	Transport
484877	STRG0A79TGQ.484877	GO Process	GO:0006811	Ion transport
484877	STRG0A79TGQ.484877	GO Process	GO:0006873	Cellular ion homeostasis
484877	STRG0A79TGQ.484877	GO Process	GO:0006875	Cellular metal ion homeostasis
484877	STRG0A79TGQ.484877	GO Process	GO:0006879	Cellular iron ion homeostasis
484877	STRG0A79TGQ.484877	GO Process	GO:0008152	Metabolic process
484877	STRG0A79TGQ.484877	GO Process	GO:0009058	Biosynthetic process
484877	STRG0A79TGQ.484877	GO Process	GO:0009987	Cellular process
484877	STRG0A79TGQ.484877	GO Process	GO:0019367	Fatty acid elongation, saturated fatty acid
484877	STRG0A79TGQ.484877	GO Process	GO:0031163	Metallo-sulfur cluster assembly
484877	STRG0A79TGQ.484877	GO Process	GO:0033013	Tetrapyrrole metabolic process
484877	STRG0A79TGQ.484877	GO Process	GO:0033014	Tetrapyrrole biosynthetic process
484877	STRG0A79TGQ.484877	GO Process	GO:0033512	L-lysine catabolic process to acetyl-CoA via saccharopine
484877	STRG0A79TGQ.484877	GO Process	GO:0033540	Fatty acid beta-oxidation using acyl-CoA oxidase
484877	STRG0A79TGQ.484877	GO Process	GO:0034641	Cellular nitrogen compound metabolic process
484877	STRG0A79TGQ.484877	GO Process	GO:0036211	Protein modification process
484877	STRG0A79TGQ.484877	GO Process	GO:0042168	Heme metabolic process
484877	STRG0A79TGQ.484877	GO Process	GO:0042440	Pigment metabolic process
484877	STRG0A79TGQ.484877	GO Process	GO:0042592	Homeostatic process
484877	STRG0A79TGQ.484877	GO Process	GO:0043170	Macromolecule metabolic process
484877	STRG0A79TGQ.484877	GO Process	GO:0043412	Macromolecule modification
484877	STRG0A79TGQ.484877	GO Process	GO:0044085	Cellular component biogenesis
484877	STRG0A79TGQ.484877	GO Process	GO:0044237	Cellular metabolic process
484877	STRG0A79TGQ.484877	GO Process	GO:0044238	Primary metabolic process
484877	STRG0A79TGQ.484877	GO Process	GO:0044249	Cellular biosynthetic process
484877	STRG0A79TGQ.484877	GO Process	GO:0044271	Cellular nitrogen compound biosynthetic process
484877	STRG0A79TGQ.484877	GO Process	GO:0046148	Pigment biosynthetic process
484877	STRG0A79TGQ.484877	GO Process	GO:0046483	Heterocycle metabolic process
484877	STRG0A79TGQ.484877	GO Process	GO:0046916	Cellular transition metal ion homeostasis
484877	STRG0A79TGQ.484877	GO Process	GO:0048878	Chemical homeostasis
484877	STRG0A79TGQ.484877	GO Process	GO:0050801	Ion homeostasis
484877	STRG0A79TGQ.484877	GO Process	GO:0051179	Localization
484877	STRG0A79TGQ.484877	GO Process	GO:0051234	Establishment of localization
484877	STRG0A79TGQ.484877	GO Process	GO:0055065	Metal ion homeostasis
484877	STRG0A79TGQ.484877	GO Process	GO:0055072	Iron ion homeostasis
484877	STRG0A79TGQ.484877	GO Process	GO:0055076	Transition metal ion homeostasis
484877	STRG0A79TGQ.484877	GO Process	GO:0055080	Cation homeostasis
484877	STRG0A79TGQ.484877	GO Process	GO:0055082	Cellular chemical homeostasis
484877	STRG0A79TGQ.484877	GO Process	GO:0065007	Biological regulation
484877	STRG0A79TGQ.484877	GO Process	GO:0065008	Regulation of biological quality
484877	STRG0A79TGQ.484877	GO Process	GO:0071704	Organic substance metabolic process
484877	STRG0A79TGQ.484877	GO Process	GO:0071840	Cellular component organization or biogenesis
484877	STRG0A79TGQ.484877	GO Process	GO:0098771	Inorganic ion homeostasis
484877	STRG0A79TGQ.484877	GO Process	GO:0110148	Biomineralization
484877	STRG0A79TGQ.484877	GO Process	GO:1901360	Organic cyclic compound metabolic process
484877	STRG0A79TGQ.484877	GO Process	GO:1901362	Organic cyclic compound biosynthetic process
484877	STRG0A79TGQ.484877	GO Process	GO:1901564	Organonitrogen compound metabolic process
484877	STRG0A79TGQ.484877	GO Process	GO:1901566	Organonitrogen compound biosynthetic process
484877	STRG0A79TGQ.484877	GO Process	GO:1901576	Organic substance biosynthetic process
484877	STRG0A79TGQ.484877	GO Process	GO:1904825	Protein localization to microtubule plus-end
484877	STRG0A79TGQ.484877	GO Function	GO:0003824	Catalytic activity
484877	STRG0A79TGQ.484877	GO Function	GO:0004322	Ferroxidase activity
484877	STRG0A79TGQ.484877	GO Function	GO:0005488	Binding
484877	STRG0A79TGQ.484877	GO Function	GO:0005506	Iron ion binding
484877	STRG0A79TGQ.484877	GO Function	GO:0008198	Ferrous iron binding
484877	STRG0A79TGQ.484877	GO Function	GO:0008199	Ferric iron binding
484877	STRG0A79TGQ.484877	GO Function	GO:0016491	Oxidoreductase activity
484877	STRG0A79TGQ.484877	GO Function	GO:0016530	Metallochaperone activity
484877	STRG0A79TGQ.484877	GO Function	GO:0016722	Oxidoreductase activity, acting on metal ions
484877	STRG0A79TGQ.484877	GO Function	GO:0016724	Oxidoreductase activity, acting on metal ions, oxygen as acceptor
484877	STRG0A79TGQ.484877	GO Function	GO:0031151	Histone methyltransferase activity (H3-K79 specific)
484877	STRG0A79TGQ.484877	GO Function	GO:0034257	Nicotinamide riboside transmembrane transporter activity
484877	STRG0A79TGQ.484877	GO Function	GO:0034986	Iron chaperone activity
484877	STRG0A79TGQ.484877	GO Function	GO:0043167	Ion binding
484877	STRG0A79TGQ.484877	GO Function	GO:0043169	Cation binding
484877	STRG0A79TGQ.484877	GO Function	GO:0046872	Metal ion binding
484877	STRG0A79TGQ.484877	GO Function	GO:0046914	Transition metal ion binding
484877	STRG0A79TGQ.484877	GO Function	GO:0051536	Iron-sulfur cluster binding
484877	STRG0A79TGQ.484877	GO Function	GO:0051537	2 iron, 2 sulfur cluster binding
484877	STRG0A79TGQ.484877	GO Function	GO:0051540	Metal cluster binding
484877	STRG0A79TGQ.484877	GO Function	GO:0140104	Molecular carrier activity
484877	STRG0A79TGQ.484877	GO Component	GO:0005622	Intracellular anatomical structure
484877	STRG0A79TGQ.484877	GO Component	GO:0005737	Cytoplasm
484877	STRG0A79TGQ.484877	GO Component	GO:0005739	Mitochondrion
484877	STRG0A79TGQ.484877	GO Component	GO:0043226	Organelle
484877	STRG0A79TGQ.484877	GO Component	GO:0043227	Membrane-bounded organelle
484877	STRG0A79TGQ.484877	GO Component	GO:0043229	Intracellular organelle
484877	STRG0A79TGQ.484877	GO Component	GO:0043231	Intracellular membrane-bounded organelle
484877	STRG0A79TGQ.484877	GO Component	GO:0060205	Cytoplasmic vesicle lumen
484877	STRG0A79TGQ.484877	GO Component	GO:0110165	Cellular anatomical entity
484877	STRG0A79TGQ.484877	STRING clusters	CL:10996	Mostly uncharacterized, incl. Oxidoreductase activity, acting on metal ions, and Nicotinamide salvaging
484877	STRG0A79TGQ.484877	STRING clusters	CL:10997	Mixed, incl. Oxidoreductase activity, acting on metal ions, and Nicotinamide salvaging
484877	STRG0A79TGQ.484877	STRING clusters	CL:10999	Mixed, incl. Oxidoreductase activity, acting on metal ions, and L-threonine 3-dehydrogenase activity
484877	STRG0A79TGQ.484877	STRING clusters	CL:11002	Ferric iron binding, and Galactose metabolism
484877	STRG0A79TGQ.484877	KEGG	map01100	Metabolic pathways
484877	STRG0A79TGQ.484877	Reactome	MAP-1268020	Mitochondrial protein import
484877	STRG0A79TGQ.484877	Reactome	MAP-1362409	Mitochondrial iron-sulfur cluster biogenesis
484877	STRG0A79TGQ.484877	Reactome	MAP-1430728	Metabolism
484877	STRG0A79TGQ.484877	Reactome	MAP-9609507	Protein localization
484877	STRG0A79TGQ.484877	COMPARTMENTS	GOCC:0009341	Beta-galactosidase complex
484877	STRG0A79TGQ.484877	COMPARTMENTS	GOCC:0032991	Protein-containing complex
484877	STRG0A79TGQ.484877	COMPARTMENTS	GOCC:1902494	Catalytic complex
484877	STRG0A79TGQ.484877	COMPARTMENTS	GOCC:1990902	New cell pole
484877	STRG0A79TGQ.484877	UniProt Keywords	KW-0732	Signal
485414	STRG0A79TGQ.485414	GO Process	GO:0006066	Alcohol metabolic process
485414	STRG0A79TGQ.485414	GO Process	GO:0008152	Metabolic process
485414	STRG0A79TGQ.485414	GO Process	GO:0044281	Small molecule metabolic process
485414	STRG0A79TGQ.485414	GO Process	GO:0071704	Organic substance metabolic process
485414	STRG0A79TGQ.485414	GO Process	GO:1901615	Organic hydroxy compound metabolic process
485414	STRG0A79TGQ.485414	GO Function	GO:0003824	Catalytic activity
485414	STRG0A79TGQ.485414	GO Function	GO:0004033	Aldo-keto reductase (NADP) activity
485414	STRG0A79TGQ.485414	GO Function	GO:0005488	Binding
485414	STRG0A79TGQ.485414	GO Function	GO:0008106	Alcohol dehydrogenase (NADP+) activity
485414	STRG0A79TGQ.485414	GO Function	GO:0008270	Zinc ion binding
485414	STRG0A79TGQ.485414	GO Function	GO:0016491	Oxidoreductase activity
485414	STRG0A79TGQ.485414	GO Function	GO:0016614	Oxidoreductase activity, acting on CH-OH group of donors
485414	STRG0A79TGQ.485414	GO Function	GO:0016616	Oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor
485414	STRG0A79TGQ.485414	GO Function	GO:0043167	Ion binding
485414	STRG0A79TGQ.485414	GO Function	GO:0043169	Cation binding
485414	STRG0A79TGQ.485414	GO Function	GO:0046872	Metal ion binding
485414	STRG0A79TGQ.485414	GO Function	GO:0046914	Transition metal ion binding
485414	STRG0A79TGQ.485414	STRING clusters	CL:4996	Mixed, incl. Carbon metabolism, and Valine, leucine and isoleucine degradation
485414	STRG0A79TGQ.485414	STRING clusters	CL:4997	Mixed, incl. Carbon metabolism, and Valine, leucine and isoleucine degradation
485414	STRG0A79TGQ.485414	STRING clusters	CL:5268	Mixed, incl. beta-Alanine metabolism, and Alcohol dehydrogenase (NADP+) activity
485414	STRG0A79TGQ.485414	STRING clusters	CL:5320	Alcohol dehydrogenase (NADP+) activity, and Acyl chain remodeling of DAG and TAG
485414	STRG0A79TGQ.485414	KEGG	map00010	Glycolysis / Gluconeogenesis
485414	STRG0A79TGQ.485414	KEGG	map00040	Pentose and glucuronate interconversions
485414	STRG0A79TGQ.485414	KEGG	map00561	Glycerolipid metabolism
485414	STRG0A79TGQ.485414	KEGG	map01100	Metabolic pathways
485414	STRG0A79TGQ.485414	KEGG	map01110	Biosynthesis of secondary metabolites
485414	STRG0A79TGQ.485414	Reactome	MAP-162582	Signal Transduction
485414	STRG0A79TGQ.485414	Reactome	MAP-194315	Signaling by Rho GTPases
485414	STRG0A79TGQ.485414	Reactome	MAP-195258	RHO GTPase Effectors
485414	STRG0A79TGQ.485414	Reactome	MAP-2990846	SUMOylation
485414	STRG0A79TGQ.485414	Reactome	MAP-3108232	SUMO E3 ligases SUMOylate target proteins
485414	STRG0A79TGQ.485414	Reactome	MAP-3899300	SUMOylation of transcription cofactors
485414	STRG0A79TGQ.485414	Reactome	MAP-392499	Metabolism of proteins
485414	STRG0A79TGQ.485414	Reactome	MAP-597592	Post-translational protein modification
485414	STRG0A79TGQ.485414	Reactome	MAP-9716542	Signaling by Rho GTPases, Miro GTPases and RHOBTB3
485414	STRG0A79TGQ.485414	COMPARTMENTS	GOCC:0005622	Intracellular
485414	STRG0A79TGQ.485414	COMPARTMENTS	GOCC:0005737	Cytoplasm
485414	STRG0A79TGQ.485414	COMPARTMENTS	GOCC:0110165	Cellular anatomical entity
485414	STRG0A79TGQ.485414	UniProt Keywords	KW-0479	Metal-binding
485414	STRG0A79TGQ.485414	UniProt Keywords	KW-0862	Zinc
485736	STRG0A79TGQ.485736	GO Process	GO:0006810	Transport
485736	STRG0A79TGQ.485736	GO Process	GO:0009987	Cellular process
485736	STRG0A79TGQ.485736	GO Process	GO:0051179	Localization
485736	STRG0A79TGQ.485736	GO Process	GO:0051234	Establishment of localization
485736	STRG0A79TGQ.485736	GO Process	GO:0055085	Transmembrane transport
485736	STRG0A79TGQ.485736	GO Function	GO:0005215	Transporter activity
485736	STRG0A79TGQ.485736	GO Function	GO:0022857	Transmembrane transporter activity
485736	STRG0A79TGQ.485736	GO Component	GO:0016020	Membrane
485736	STRG0A79TGQ.485736	GO Component	GO:0016021	Integral component of membrane
485736	STRG0A79TGQ.485736	GO Component	GO:0031224	Intrinsic component of membrane
485736	STRG0A79TGQ.485736	GO Component	GO:0110165	Cellular anatomical entity
485736	STRG0A79TGQ.485736	STRING clusters	CL:11520	Inositol transporters, and Threonine catabolism
485736	STRG0A79TGQ.485736	STRING clusters	CL:11521	Inositol transporters, and Threonine catabolism
485736	STRG0A79TGQ.485736	STRING clusters	CL:11523	Inositol transporters
485736	STRG0A79TGQ.485736	STRING clusters	CL:11524	Inositol transporters
485736	STRG0A79TGQ.485736	STRING clusters	CL:11525	Inositol transporters
485736	STRG0A79TGQ.485736	STRING clusters	CL:11526	Inositol transporters
485736	STRG0A79TGQ.485736	STRING clusters	CL:11527	Inositol transporters
485736	STRG0A79TGQ.485736	KEGG	map04113	Meiosis - yeast
485736	STRG0A79TGQ.485736	Reactome	MAP-382551	Transport of small molecules
485736	STRG0A79TGQ.485736	Reactome	MAP-425366	Transport of bile salts and organic acids, metal ions and amine compounds
485736	STRG0A79TGQ.485736	Reactome	MAP-425407	SLC-mediated transmembrane transport
485736	STRG0A79TGQ.485736	Reactome	MAP-429593	Inositol transporters
485736	STRG0A79TGQ.485736	COMPARTMENTS	GOCC:0110165	Cellular anatomical entity
485736	STRG0A79TGQ.485736	UniProt Keywords	KW-0472	Membrane
485736	STRG0A79TGQ.485736	UniProt Keywords	KW-0812	Transmembrane
485736	STRG0A79TGQ.485736	UniProt Keywords	KW-1133	Transmembrane helix
485741	STRG0A79TGQ.485741	GO Process	GO:0000372	Group I intron splicing
485741	STRG0A79TGQ.485741	GO Process	GO:0000378	RNA exon ligation
485741	STRG0A79TGQ.485741	GO Process	GO:0005975	Carbohydrate metabolic process
485741	STRG0A79TGQ.485741	GO Process	GO:0006082	Organic acid metabolic process
485741	STRG0A79TGQ.485741	GO Process	GO:0006520	Cellular amino acid metabolic process
485741	STRG0A79TGQ.485741	GO Process	GO:0006807	Nitrogen compound metabolic process
485741	STRG0A79TGQ.485741	GO Process	GO:0008152	Metabolic process
485741	STRG0A79TGQ.485741	GO Process	GO:0009056	Catabolic process
485741	STRG0A79TGQ.485741	GO Process	GO:0009063	Cellular amino acid catabolic process
485741	STRG0A79TGQ.485741	GO Process	GO:0009987	Cellular process
485741	STRG0A79TGQ.485741	GO Process	GO:0043436	Oxoacid metabolic process
485741	STRG0A79TGQ.485741	GO Process	GO:0044237	Cellular metabolic process
485741	STRG0A79TGQ.485741	GO Process	GO:0044238	Primary metabolic process
485741	STRG0A79TGQ.485741	GO Process	GO:0044248	Cellular catabolic process
485741	STRG0A79TGQ.485741	GO Process	GO:0044262	Cellular carbohydrate metabolic process
485741	STRG0A79TGQ.485741	GO Process	GO:0044275	Cellular carbohydrate catabolic process
485741	STRG0A79TGQ.485741	GO Process	GO:0044281	Small molecule metabolic process
485741	STRG0A79TGQ.485741	GO Process	GO:0044282	Small molecule catabolic process
485741	STRG0A79TGQ.485741	GO Process	GO:0046395	Carboxylic acid catabolic process
485741	STRG0A79TGQ.485741	GO Process	GO:0071704	Organic substance metabolic process
485741	STRG0A79TGQ.485741	GO Process	GO:1901564	Organonitrogen compound metabolic process
485741	STRG0A79TGQ.485741	GO Process	GO:1901565	Organonitrogen compound catabolic process
485741	STRG0A79TGQ.485741	GO Process	GO:1901575	Organic substance catabolic process
485741	STRG0A79TGQ.485741	GO Function	GO:0000287	Magnesium ion binding
485741	STRG0A79TGQ.485741	GO Function	GO:0003824	Catalytic activity
485741	STRG0A79TGQ.485741	GO Function	GO:0005488	Binding
485741	STRG0A79TGQ.485741	GO Function	GO:0016829	Lyase activity
485741	STRG0A79TGQ.485741	GO Function	GO:0016835	Carbon-oxygen lyase activity
485741	STRG0A79TGQ.485741	GO Function	GO:0016836	Hydro-lyase activity
485741	STRG0A79TGQ.485741	GO Function	GO:0016853	Isomerase activity
485741	STRG0A79TGQ.485741	GO Function	GO:0043167	Ion binding
485741	STRG0A79TGQ.485741	GO Function	GO:0043169	Cation binding
485741	STRG0A79TGQ.485741	GO Function	GO:0046872	Metal ion binding
485741	STRG0A79TGQ.485741	GO Function	GO:0050023	L-fuconate dehydratase activity
485741	STRG0A79TGQ.485741	GO Component	GO:0005622	Intracellular anatomical structure
485741	STRG0A79TGQ.485741	GO Component	GO:0005737	Cytoplasm
485741	STRG0A79TGQ.485741	GO Component	GO:0005739	Mitochondrion
485741	STRG0A79TGQ.485741	GO Component	GO:0043226	Organelle
485741	STRG0A79TGQ.485741	GO Component	GO:0043227	Membrane-bounded organelle
485741	STRG0A79TGQ.485741	GO Component	GO:0043229	Intracellular organelle
485741	STRG0A79TGQ.485741	GO Component	GO:0043231	Intracellular membrane-bounded organelle
485741	STRG0A79TGQ.485741	GO Component	GO:0071513	Phosphopantothenoylcysteine decarboxylase complex
485741	STRG0A79TGQ.485741	GO Component	GO:0110165	Cellular anatomical entity
485741	STRG0A79TGQ.485741	STRING clusters	CL:10627	Mixed, incl. L-fuconate dehydratase activity, and Rhamnose metabolic process
485741	STRG0A79TGQ.485741	KEGG	map00040	Pentose and glucuronate interconversions
485741	STRG0A79TGQ.485741	KEGG	map01100	Metabolic pathways
485741	STRG0A79TGQ.485741	COMPARTMENTS	GOCC:0005622	Intracellular
485741	STRG0A79TGQ.485741	COMPARTMENTS	GOCC:0005737	Cytoplasm
485741	STRG0A79TGQ.485741	COMPARTMENTS	GOCC:0110165	Cellular anatomical entity
485741	STRG0A79TGQ.485741	UniProt Keywords	KW-0175	Coiled coil
485787	STRG0A79TGQ.485787	GO Process	GO:0000376	RNA splicing, via transesterification reactions with guanosine as nucleophile
485787	STRG0A79TGQ.485787	GO Process	GO:0006082	Organic acid metabolic process
485787	STRG0A79TGQ.485787	GO Process	GO:0006520	Cellular amino acid metabolic process
485787	STRG0A79TGQ.485787	GO Process	GO:0006570	Tyrosine metabolic process
485787	STRG0A79TGQ.485787	GO Process	GO:0006571	Tyrosine biosynthetic process
485787	STRG0A79TGQ.485787	GO Process	GO:0006725	Cellular aromatic compound metabolic process
485787	STRG0A79TGQ.485787	GO Process	GO:0006807	Nitrogen compound metabolic process
485787	STRG0A79TGQ.485787	GO Process	GO:0008152	Metabolic process
485787	STRG0A79TGQ.485787	GO Process	GO:0008652	Cellular amino acid biosynthetic process
485787	STRG0A79TGQ.485787	GO Process	GO:0009058	Biosynthetic process
485787	STRG0A79TGQ.485787	GO Process	GO:0009072	Aromatic amino acid family metabolic process
485787	STRG0A79TGQ.485787	GO Process	GO:0009073	Aromatic amino acid family biosynthetic process
485787	STRG0A79TGQ.485787	GO Process	GO:0009095	Aromatic amino acid family biosynthetic process, prephenate pathway
485787	STRG0A79TGQ.485787	GO Process	GO:0009987	Cellular process
485787	STRG0A79TGQ.485787	GO Process	GO:0043436	Oxoacid metabolic process
485787	STRG0A79TGQ.485787	GO Process	GO:0044237	Cellular metabolic process
485787	STRG0A79TGQ.485787	GO Process	GO:0044238	Primary metabolic process
485787	STRG0A79TGQ.485787	GO Process	GO:0044249	Cellular biosynthetic process
485787	STRG0A79TGQ.485787	GO Process	GO:0044281	Small molecule metabolic process
485787	STRG0A79TGQ.485787	GO Process	GO:0044283	Small molecule biosynthetic process
485787	STRG0A79TGQ.485787	GO Process	GO:0046394	Carboxylic acid biosynthetic process
485787	STRG0A79TGQ.485787	GO Process	GO:0071704	Organic substance metabolic process
485787	STRG0A79TGQ.485787	GO Process	GO:0110148	Biomineralization
485787	STRG0A79TGQ.485787	GO Process	GO:1901360	Organic cyclic compound metabolic process
485787	STRG0A79TGQ.485787	GO Process	GO:1901362	Organic cyclic compound biosynthetic process
485787	STRG0A79TGQ.485787	GO Process	GO:1901564	Organonitrogen compound metabolic process
485787	STRG0A79TGQ.485787	GO Process	GO:1901566	Organonitrogen compound biosynthetic process
485787	STRG0A79TGQ.485787	GO Process	GO:1901576	Organic substance biosynthetic process
485787	STRG0A79TGQ.485787	GO Process	GO:1901605	Alpha-amino acid metabolic process
485787	STRG0A79TGQ.485787	GO Process	GO:1901607	Alpha-amino acid biosynthetic process
485787	STRG0A79TGQ.485787	GO Function	GO:0003824	Catalytic activity
485787	STRG0A79TGQ.485787	GO Function	GO:0005488	Binding
485787	STRG0A79TGQ.485787	GO Function	GO:0008483	Transaminase activity
485787	STRG0A79TGQ.485787	GO Function	GO:0008793	aromatic-amino-acid:2-oxoglutarate aminotransferase activity
485787	STRG0A79TGQ.485787	GO Function	GO:0016740	Transferase activity
485787	STRG0A79TGQ.485787	GO Function	GO:0016769	Transferase activity, transferring nitrogenous groups
485787	STRG0A79TGQ.485787	GO Function	GO:0019842	Vitamin binding
485787	STRG0A79TGQ.485787	GO Function	GO:0030170	Pyridoxal phosphate binding
485787	STRG0A79TGQ.485787	GO Function	GO:0036094	Small molecule binding
485787	STRG0A79TGQ.485787	GO Function	GO:0043167	Ion binding
485787	STRG0A79TGQ.485787	GO Function	GO:0043168	Anion binding
485787	STRG0A79TGQ.485787	GO Function	GO:0047536	2-aminoadipate transaminase activity
485787	STRG0A79TGQ.485787	GO Function	GO:0070279	Vitamin B6 binding
485787	STRG0A79TGQ.485787	GO Function	GO:0097159	Organic cyclic compound binding
485787	STRG0A79TGQ.485787	GO Function	GO:1901363	Heterocyclic compound binding
485787	STRG0A79TGQ.485787	GO Component	GO:0005622	Intracellular anatomical structure
485787	STRG0A79TGQ.485787	GO Component	GO:0005737	Cytoplasm
485787	STRG0A79TGQ.485787	GO Component	GO:0071513	Phosphopantothenoylcysteine decarboxylase complex
485787	STRG0A79TGQ.485787	GO Component	GO:0110165	Cellular anatomical entity
485787	STRG0A79TGQ.485787	STRING clusters	CL:5570	Mixed, incl. Cellular amino acid biosynthetic process, and Sulfur metabolism
485787	STRG0A79TGQ.485787	STRING clusters	CL:5571	Cellular amino acid biosynthetic process, and Glutamine family amino acid catabolic process
485787	STRG0A79TGQ.485787	STRING clusters	CL:5697	Phenylalanine, tyrosine and tryptophan biosynthesis, and Methionine metabolic process
485787	STRG0A79TGQ.485787	STRING clusters	CL:5698	Aromatic amino acid family biosynthetic process, and Methionine metabolic process
485787	STRG0A79TGQ.485787	STRING clusters	CL:5700	Aromatic amino acid family biosynthetic process, and Cysteine and methionine metabolism
485787	STRG0A79TGQ.485787	STRING clusters	CL:5701	Aromatic amino acid family biosynthetic process
485787	STRG0A79TGQ.485787	STRING clusters	CL:5720	aromatic-amino-acid:2-oxoglutarate aminotransferase activity, and Tryptophan synthase activity
485787	STRG0A79TGQ.485787	KEGG	map00130	Ubiquinone and other terpenoid-quinone biosynthesis
485787	STRG0A79TGQ.485787	KEGG	map00270	Cysteine and methionine metabolism
485787	STRG0A79TGQ.485787	KEGG	map00300	Lysine biosynthesis
485787	STRG0A79TGQ.485787	KEGG	map00350	Tyrosine metabolism
485787	STRG0A79TGQ.485787	KEGG	map00360	Phenylalanine metabolism
485787	STRG0A79TGQ.485787	KEGG	map00380	Tryptophan metabolism
485787	STRG0A79TGQ.485787	KEGG	map00400	Phenylalanine, tyrosine and tryptophan biosynthesis
485787	STRG0A79TGQ.485787	KEGG	map01100	Metabolic pathways
485787	STRG0A79TGQ.485787	KEGG	map01110	Biosynthesis of secondary metabolites
485787	STRG0A79TGQ.485787	KEGG	map01210	2-Oxocarboxylic acid metabolism
